uuid,gemini_ok,scene_type,has_person,person_style,room_type_hint,view_quality,time_of_day,luxury_score,has_text_overlay,text_content_type,visual_style,post_intent,error
18282968650161898,True,activity,True,couple,none,mountain_view,daytime,4.0,False,none,styled_editorial,experience_activity,
17937138102210502,True,food_drink,False,none,none,no_view,daytime,5.0,True,feature_description,flat_lay,food_dining,
17971759211881538,True,restaurant_bar,False,none,none,city_view,daytime,4.0,False,none,styled_editorial,food_dining,
17876824437325558,True,restaurant_bar,True,guest_lifestyle,traditional_japanese,no_view,unknown,4.0,False,none,styled_editorial,food_dining,
18589149679029848,True,garden_outdoor_space,True,silhouette_distant,villa_private,garden_view,daytime,4.0,True,facility_name_logo,styled_editorial,room_showcase,
17868051372487375,True,other,True,family,none,ocean_view,daytime,4.0,True,price_plan_info,styled_editorial,price_plan_announcement,
17979916028907018,True,lobby_lounge,False,none,none,no_view,daytime,5.0,False,none,styled_editorial,brand_worldview,
18080403109727318,True,garden_outdoor_space,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,wide_establishing,experience_activity,
17914129787844758,True,food_drink,False,none,none,none,daytime,4.0,False,none,close_up_detail,food_dining,
18034246877275210,True,food_drink,False,none,none,none,daytime,4.0,True,season_event_announcement,styled_editorial,season_event,
17870147397017084,True,room,True,guest_lifestyle,standard,no_view,daytime,3.0,False,none,styled_editorial,room_showcase,
17949352167128673,True,pool_spa,True,couple,none,ocean_view,daytime,4.0,False,none,wide_establishing,experience_activity,
18382219780088661,True,exterior_entrance,False,none,none,none,daytime,3.0,True,facility_name_logo,documentary_photo,brand_worldview,
18044919253819645,True,pool_spa,False,none,none,garden_view,daytime,4.0,False,none,styled_editorial,experience_activity,
18063316663763116,True,other,True,guest_lifestyle,none,city_view,night,5.0,True,season_event_announcement,wide_establishing,season_event,
17985167015640866,True,activity,False,none,none,partial_view,night,2.0,True,season_event_announcement,styled_editorial,season_event,
18040464904789796,True,exterior_entrance,False,none,traditional_japanese,garden_view,night,5.0,True,ranking_award,styled_editorial,brand_worldview,
18078914749750556,True,pool_spa,False,none,none,no_view,unknown,4.0,False,none,close_up_detail,experience_activity,
17854659546579721,True,food_drink,False,none,none,no_view,unknown,4.0,True,facility_name_logo,close_up_detail,food_dining,
18047278102591889,True,activity,False,none,none,mountain_view,daytime,4.0,True,feature_description,styled_editorial,experience_activity,
18023588522034221,True,food_drink,True,hand_detail,none,no_view,daytime,4.0,True,facility_name_logo,close_up_detail,food_dining,
18039787082679940,True,exterior_entrance,False,none,none,mountain_view,daytime,3.0,True,facility_name_logo,documentary_photo,brand_worldview,
18005280287573386,True,food_drink,False,none,none,none,daytime,4.0,True,feature_description,styled_editorial,food_dining,
18076416343987978,True,view_from_window,False,none,none,ocean_view,night,4.0,False,none,wide_establishing,view_scenery,
17926416885113286,True,food_drink,True,hand_detail,none,partial_view,daytime,4.0,False,none,close_up_detail,food_dining,
18200285770330953,True,food_drink,False,none,none,no_view,daytime,4.0,False,none,styled_editorial,food_dining,
18091555880335819,True,room,False,none,other,no_view,daytime,4.0,False,none,documentary_photo,room_showcase,
17858982162334892,True,exterior_entrance,False,none,none,no_view,night,4.0,False,none,styled_editorial,brand_worldview,
17939748498161119,True,food_drink,False,none,none,none,daytime,3.0,False,none,close_up_detail,food_dining,
18027036620180892,True,food_drink,True,hand_detail,none,none,daytime,3.0,False,none,close_up_detail,food_dining,
18301382395278460,True,room,False,none,suite_highend,partial_view,daytime,5.0,False,none,styled_editorial,room_showcase,
17998979147927837,True,activity,True,guest_lifestyle,none,ocean_view,golden_hour_sunset,4.0,False,none,wide_establishing,experience_activity,
18054339574817051,True,view_from_window,False,none,traditional_japanese,mountain_view,daytime,4.0,False,none,styled_editorial,view_scenery,
17863890378074865,True,food_drink,False,none,none,no_view,daytime,4.0,True,facility_name_logo,styled_editorial,food_dining,
17883230873965546,True,activity,True,guest_lifestyle,none,mountain_view,daytime,3.0,True,price_plan_info,styled_editorial,experience_activity,
18021459995633952,True,exterior_entrance,False,none,none,no_view,daytime,3.0,False,facility_name_logo,styled_editorial,brand_worldview,
18032840750193999,True,exterior_entrance,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,wide_establishing,brand_worldview,
17913552249214572,True,food_drink,True,hand_detail,none,no_view,unknown,4.0,False,none,styled_editorial,food_dining,
18074283788203759,True,garden_outdoor_space,False,none,none,mountain_view,daytime,4.0,False,none,wide_establishing,view_scenery,
17892304470282756,True,restaurant_bar,False,none,none,city_view,daytime,5.0,False,none,styled_editorial,food_dining,
17857150152456821,True,food_drink,False,none,none,none,unknown,4.0,True,season_event_announcement,styled_editorial,season_event,
18029280029589394,True,restaurant_bar,True,silhouette_distant,none,mountain_view,daytime,4.0,False,none,styled_editorial,brand_worldview,
18106422328390348,True,lobby_lounge,False,none,none,partial_view,daytime,4.0,False,none,styled_editorial,brand_worldview,
18028288706628848,True,food_drink,True,hand_detail,none,none,unknown,5.0,False,none,close_up_detail,food_dining,
17928898589969267,True,food_drink,False,none,none,garden_view,daytime,4.0,False,none,close_up_detail,food_dining,
18040936891915700,True,restaurant_bar,False,none,none,garden_view,daytime,4.0,True,season_event_announcement,styled_editorial,season_event,
18386437054075882,True,other,False,none,none,partial_view,daytime,3.0,True,facility_name_logo,documentary_photo,brand_worldview,
17998222424240403,True,pool_spa,False,none,none,city_view,golden_hour_sunset,5.0,True,facility_name_logo,styled_editorial,experience_activity,
17959328882688958,True,lobby_lounge,False,none,none,garden_view,daytime,5.0,False,none,styled_editorial,brand_worldview,
17988896267827891,True,view_from_window,True,hand_detail,none,city_view,daytime,4.0,False,none,close_up_detail,view_scenery,
18023102639180629,True,pool_spa,False,none,none,mountain_view,daytime,4.0,True,feature_description,styled_editorial,experience_activity,
18104345192505993,True,view_from_window,False,none,traditional_japanese,city_view,golden_hour_sunset,4.0,False,none,wide_establishing,view_scenery,
17905472567912708,True,other,False,none,none,mountain_view,daytime,3.0,True,feature_description,wide_establishing,experience_activity,
17956844658105977,True,room,False,none,suite_highend,no_view,night,5.0,False,none,styled_editorial,room_showcase,
17936158710205643,True,food_drink,False,none,none,garden_view,daytime,4.0,True,feature_description,styled_editorial,food_dining,
17848410786675238,True,room,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,styled_editorial,room_showcase,
18120225103495630,True,restaurant_bar,False,none,none,city_view,golden_hour_sunset,4.0,True,season_event_announcement,styled_editorial,season_event,
18130599127488574,True,restaurant_bar,False,none,none,mountain_view,golden_hour_sunset,4.0,False,none,styled_editorial,food_dining,
18101351626400449,True,room,True,guest_lifestyle,standard,city_view,daytime,4.0,False,none,wide_establishing,room_showcase,
17991529490478586,True,lobby_lounge,False,none,none,no_view,unknown,3.0,True,facility_name_logo,styled_editorial,brand_worldview,
18142616413441586,True,lobby_lounge,False,none,none,none,daytime,4.0,True,feature_description,close_up_detail,experience_activity,
18027515444574139,True,food_drink,False,none,none,no_view,unknown,5.0,False,none,styled_editorial,food_dining,
18063243830189421,True,activity,False,none,none,no_view,daytime,4.0,True,feature_description,close_up_detail,experience_activity,
18420256579127666,True,activity,True,guest_lifestyle,none,mountain_view,daytime,3.0,False,none,drone_aerial,experience_activity,
18139475602370007,True,other,False,none,none,mountain_view,night,4.0,False,none,wide_establishing,view_scenery,
17868643845250573,True,amenity_detail,False,none,none,no_view,unknown,3.0,False,none,close_up_detail,room_showcase,
18073472110485985,True,room,False,none,suite_highend,other,daytime,4.0,False,none,styled_editorial,room_showcase,
18468042103045523,True,garden_outdoor_space,False,none,none,mountain_view,daytime,4.0,False,none,wide_establishing,view_scenery,
18263450005246935,True,lobby_lounge,False,none,none,city_view,daytime,4.0,True,other,wide_establishing,brand_worldview,
18106414391310011,True,garden_outdoor_space,True,guest_lifestyle,traditional_japanese,garden_view,daytime,4.0,True,facility_name_logo,styled_editorial,brand_worldview,
17931517734082224,True,room,False,none,standard,city_view,golden_hour_sunset,4.0,True,season_event_announcement,styled_editorial,room_showcase,
18249371785302172,True,lobby_lounge,False,none,none,no_view,daytime,4.0,True,season_event_announcement,styled_editorial,season_event,
18522192862075924,True,lobby_lounge,False,none,none,mountain_view,daytime,5.0,False,none,styled_editorial,brand_worldview,
18294744817300191,True,food_drink,True,hand_detail,none,none,daytime,5.0,False,none,close_up_detail,food_dining,
17883149598213947,True,other,True,staff,none,no_view,unknown,3.0,False,ranking_award,documentary_photo,ranking_award,
18149693389327726,True,room,False,none,villa_private,garden_view,daytime,4.0,True,facility_name_logo,styled_editorial,room_showcase,
18456596062102223,True,garden_outdoor_space,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,drone_aerial,view_scenery,
18040627759640279,True,garden_outdoor_space,False,none,none,garden_view,daytime,4.0,False,none,wide_establishing,view_scenery,
17949084737899489,True,pool_spa,False,none,none,ocean_view,daytime,5.0,False,none,wide_establishing,experience_activity,
18050894144127197,True,activity,False,none,none,mountain_view,daytime,3.0,True,feature_description,documentary_photo,experience_activity,
18116600383357253,True,restaurant_bar,True,guest_lifestyle,none,city_view,golden_hour_sunset,3.0,False,none,styled_editorial,food_dining,
18032653445213923,True,food_drink,False,none,none,none,unknown,4.0,False,none,close_up_detail,food_dining,
17961246740715461,True,food_drink,False,none,none,partial_view,daytime,3.0,False,none,close_up_detail,food_dining,
18062982653676982,True,restaurant_bar,False,none,none,no_view,daytime,4.0,False,none,styled_editorial,food_dining,
17842035402455982,True,room,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,wide_establishing,room_showcase,
18051696235942897,True,amenity_detail,False,none,traditional_japanese,no_view,unknown,4.0,False,none,close_up_detail,brand_worldview,
18011797733618940,True,food_drink,False,none,none,no_view,daytime,5.0,True,feature_description,styled_editorial,food_dining,
18021481082723816,True,restaurant_bar,False,none,none,city_view,golden_hour_sunset,4.0,True,other,documentary_photo,experience_activity,
18006575531713910,True,activity,True,guest_lifestyle,none,none,daytime,2.0,False,none,documentary_photo,experience_activity,
18007970078238635,True,food_drink,False,none,none,none,daytime,5.0,False,none,flat_lay,food_dining,
18067817431918180,True,restaurant_bar,True,hand_detail,none,city_view,night,4.0,False,none,close_up_detail,food_dining,
18008194874334791,True,room,False,none,suite_highend,ocean_view,golden_hour_sunset,5.0,False,none,styled_editorial,room_showcase,
18010686686732101,True,other,True,silhouette_distant,none,none,daytime,4.0,True,feature_description,documentary_photo,experience_activity,
17843458428355923,True,room,True,guest_lifestyle,traditional_japanese,mountain_view,daytime,4.0,False,none,styled_editorial,experience_activity,
18083158796119465,True,exterior_entrance,False,none,none,city_view,night,4.0,True,other,wide_establishing,brand_worldview,
17871455610086760,True,room,False,none,traditional_japanese,garden_view,daytime,4.0,False,none,styled_editorial,room_showcase,
17971319141862216,True,view_from_window,False,none,traditional_japanese,ocean_view,daytime,5.0,False,none,styled_editorial,view_scenery,
18081368315616805,True,amenity_detail,False,none,none,no_view,daytime,4.0,False,none,styled_editorial,brand_worldview,
18118539976425204,True,lobby_lounge,True,guest_lifestyle,none,no_view,daytime,4.0,False,none,styled_editorial,brand_worldview,
17904906623982146,True,food_drink,False,none,none,no_view,night,5.0,False,none,styled_editorial,food_dining,
18061953713397142,True,lobby_lounge,True,guest_lifestyle,none,garden_view,night,4.0,False,none,documentary_photo,experience_activity,
18024355961137897,True,pool_spa,False,none,none,partial_view,daytime,3.0,True,feature_description,styled_editorial,experience_activity,
18037480801746529,True,garden_outdoor_space,False,none,glamping_unique,none,daytime,3.0,True,feature_description,styled_editorial,brand_worldview,
18094245089170607,True,view_from_window,True,silhouette_distant,none,ocean_view,daytime,5.0,False,none,wide_establishing,view_scenery,
18055004468032331,True,other,False,none,none,ocean_view,daytime,5.0,False,none,styled_editorial,view_scenery,
18071198378407855,True,lobby_lounge,False,none,none,no_view,daytime,5.0,False,none,styled_editorial,brand_worldview,
17875737168238684,True,exterior_entrance,False,none,none,no_view,daytime,4.0,True,season_event_announcement,styled_editorial,brand_worldview,
18013548362323811,True,food_drink,False,none,none,no_view,daytime,5.0,False,none,flat_lay,food_dining,
18095414251770153,True,room,True,guest_lifestyle,standard,no_view,daytime,3.0,True,feature_description,documentary_photo,room_showcase,
18113918296645045,True,other,False,none,none,mountain_view,daytime,4.0,True,season_event_announcement,styled_editorial,experience_activity,
17891871327462740,True,lobby_lounge,True,guest_lifestyle,none,no_view,daytime,2.0,True,other,documentary_photo,brand_worldview,
18067044053658783,True,garden_outdoor_space,False,none,villa_private,garden_view,daytime,4.0,False,none,wide_establishing,room_showcase,
18046603211117875,True,other,True,silhouette_distant,none,ocean_view,golden_hour_sunset,4.0,False,none,wide_establishing,view_scenery,
18011361809232518,True,food_drink,False,none,none,no_view,daytime,5.0,False,none,styled_editorial,food_dining,
18040130950620720,True,exterior_entrance,True,silhouette_distant,none,city_view,daytime,3.0,True,season_event_announcement,wide_establishing,brand_worldview,
18117741772355974,True,room,False,none,standard,no_view,daytime,3.0,True,season_event_announcement,styled_editorial,season_event,
17864278995181195,True,food_drink,False,none,none,none,daytime,5.0,False,none,close_up_detail,food_dining,
18039640721358697,True,exterior_entrance,True,silhouette_distant,none,city_view,daytime,4.0,True,season_event_announcement,wide_establishing,brand_worldview,
17887360074376415,True,restaurant_bar,False,none,none,city_view,night,5.0,False,none,styled_editorial,food_dining,
17896727642981164,True,view_from_window,False,none,none,mountain_view,daytime,5.0,False,none,wide_establishing,view_scenery,
17937481170032304,True,garden_outdoor_space,True,silhouette_distant,none,ocean_view,daytime,5.0,True,feature_description,drone_aerial,experience_activity,
18007744565255696,True,lobby_lounge,True,guest_lifestyle,none,no_view,unknown,4.0,False,none,styled_editorial,experience_activity,
17958583101050686,True,food_drink,True,hand_detail,none,no_view,unknown,4.0,False,none,close_up_detail,food_dining,
17851903506147344,True,garden_outdoor_space,True,guest_lifestyle,none,garden_view,daytime,3.0,False,none,documentary_photo,experience_activity,
18412678717001090,True,amenity_detail,False,none,none,no_view,daytime,3.0,True,feature_description,close_up_detail,brand_worldview,
18116753254677058,True,room,False,none,standard,mountain_view,daytime,3.0,True,feature_description,styled_editorial,room_showcase,
18099423919664883,True,restaurant_bar,True,couple,none,ocean_view,daytime,5.0,False,none,styled_editorial,view_scenery,
17878036020427050,True,view_from_window,True,silhouette_distant,none,city_view,daytime,4.0,False,none,styled_editorial,view_scenery,
18020780668996297,True,food_drink,False,none,none,no_view,daytime,4.0,True,season_event_announcement,styled_editorial,season_event,
17885826222006966,True,view_from_window,True,guest_lifestyle,none,mountain_view,golden_hour_sunset,4.0,False,none,wide_establishing,view_scenery,
18103881511858480,True,food_drink,True,hand_detail,none,no_view,daytime,4.0,False,none,flat_lay,food_dining,
17919543975331085,True,lobby_lounge,False,none,none,no_view,night,4.0,False,none,close_up_detail,brand_worldview,
18019086995265843,True,garden_outdoor_space,False,none,traditional_japanese,mountain_view,daytime,4.0,False,none,wide_establishing,brand_worldview,
17964796310943705,True,food_drink,False,none,none,none,daytime,4.0,True,price_plan_info,styled_editorial,food_dining,
18066006842418440,True,pool_spa,False,none,none,garden_view,daytime,4.0,True,season_event_announcement,styled_editorial,season_event,
18171275953290171,True,food_drink,False,none,none,none,daytime,3.0,False,none,styled_editorial,food_dining,
18042919319149948,True,food_drink,False,none,traditional_japanese,no_view,daytime,5.0,False,none,styled_editorial,food_dining,
18089462155637086,True,exterior_entrance,True,silhouette_distant,none,city_view,daytime,4.0,True,season_event_announcement,wide_establishing,brand_worldview,
17942629370811491,True,pool_spa,False,none,none,no_view,unknown,5.0,False,none,styled_editorial,experience_activity,
18030498389633404,True,garden_outdoor_space,False,none,none,mountain_view,daytime,4.0,False,none,close_up_detail,view_scenery,
18120606295626740,True,other,False,none,none,partial_view,daytime,3.0,False,none,close_up_detail,other,
18371599120198663,True,view_from_window,False,none,none,ocean_view,golden_hour_sunset,5.0,False,none,wide_establishing,view_scenery,
18078450001721464,True,food_drink,False,none,none,none,unknown,4.0,False,none,styled_editorial,food_dining,
18349160479245627,True,garden_outdoor_space,True,hand_detail,none,garden_view,daytime,3.0,True,season_event_announcement,close_up_detail,season_event,
18425389243002924,True,exterior_entrance,False,none,none,ocean_view,daytime,4.0,False,none,drone_aerial,brand_worldview,
18313101991146974,True,food_drink,False,none,none,no_view,unknown,5.0,False,none,close_up_detail,food_dining,
17918753852864061,True,food_drink,False,none,none,no_view,daytime,4.0,False,none,styled_editorial,food_dining,
18039649576636459,True,room,True,guest_lifestyle,standard,city_view,golden_hour_sunset,3.0,False,none,styled_editorial,room_showcase,
18265134592203947,True,food_drink,False,none,none,no_view,daytime,5.0,True,feature_description,flat_lay,food_dining,
18103233232386287,True,room,False,none,suite_highend,no_view,night,5.0,False,none,styled_editorial,room_showcase,
17880726849005233,True,lobby_lounge,True,guest_lifestyle,none,city_view,daytime,4.0,False,none,styled_editorial,experience_activity,
18021694861990740,True,food_drink,False,none,none,none,daytime,4.0,False,none,close_up_detail,food_dining,
